"common_name","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trimmings_tonnes","wholefish_tonnes","sciname"
"skipjack tuna","Vietnam","VNM","no","yes",1,"yes","cargill",NA,"Skipjack tuna",5086.103678,0,"katsuwonus pelamis"
"capelin","Denmark","DNK","yes","yes",0.463462017793708,"yes","cargill",NA,"Capelin",4836.380083,5598.952042,"mallotus villosus"
"capelin","Iceland","ISL","yes","yes",0.463462017793708,"yes","cargill",NA,"Capelin",4836.380083,5598.952042,"mallotus villosus"
"capelin","Norway","NOR","yes","yes",0.463462017793708,"yes","cargill",NA,"Capelin",4836.380083,5598.952042,"mallotus villosus"
"argentine hake","Argentina","ARG","no","yes",1,"yes","cargill",NA,"Argentine hake",1049.403226,0,"merluccius hubbsi"
"blue whiting(=poutassou)","Denmark","DNK","yes","no",0,"yes","cargill",NA,"Blue whiting",0,55880.09464,"micromesistius poutassou"
"blue whiting(=poutassou)","Faroe Islands","FRO","yes","no",0,"yes","cargill",NA,"Blue whiting",0,55880.09464,"micromesistius poutassou"
"blue whiting(=poutassou)","Iceland","ISL","yes","no",0,"yes","cargill",NA,"Blue whiting",0,55880.09464,"micromesistius poutassou"
"blue whiting(=poutassou)","Ireland","IRL","no","yes",1,"yes","cargill",NA,"Blue whiting",988.568256,0,"micromesistius poutassou"
"blue whiting(=poutassou)","Norway","NOR","yes","yes",0.0173833567672915,"yes","cargill",NA,"Blue whiting",988.568256,55880.09464,"micromesistius poutassou"
"blue whiting(=poutassou)","U.K.","GBR","no","yes",1,"yes","cargill",NA,"Blue whiting",988.568256,0,"micromesistius poutassou"
"pacific thread herring","Ecuador","ECU","no","yes",1,"yes","cargill",NA,"Thread herring",1890.818336,0,"opisthonema libertate"
"atlantic salmon","Chile","CHL","no","yes",1,"no","cargill",NA,"Atlantic salmon",1472.466544,0,"salmo salar"
"pacific bonito","Ecuador","ECU","no","yes",1,"yes","cargill",NA,"Pacific bonito",2450.816798,0,"sarda lineolata"
"pacific bonito","Peru","PER","no","yes",1,"yes","cargill",NA,"Pacific bonito",2450.816798,0,"sarda lineolata"
"european pilchard(=sardine)","Mauritania","MRT","yes","no",0,"yes","cargill",NA,"European pilchard",0,6820.873171,"sardina pilchardus"
"european pilchard(=sardine)","Norway","NOR","yes","no",0,"yes","cargill",NA,"European pilchard",0,6820.873171,"sardina pilchardus"
"indian oil sardine","India","IND","yes","yes",0.126262569866035,"yes","cargill",NA,"Indian oil sardine",1851.289033,12810.9266574,"sardinella longiceps"
"indian oil sardine","Oman","OMN","yes","no",0,"yes","cargill",NA,"Indian oil sardine",0,12346.8747,"sardinella longiceps"
"sardinellas nei","Mexico","MEX","yes","no",0,"yes","cargill",NA,"Sardine",0,434.8968606,"sardinella"
"south american pilchard","Chile","CHL","yes","no",0,"yes","cargill",NA,"South American pilchard",0,22213.43188,"sardinops sagax"
"south american pilchard","Japan","JPN","yes","no",0,"yes","cargill",NA,"South American pilchard",0,22213.43188,"sardinops sagax"
"south american pilchard","Mexico","MEX","yes","no",0,"yes","cargill",NA,"South American pilchard",0,22213.43188,"sardinops sagax"
"south american pilchard","Panama","PAN","yes","no",0,"yes","cargill",NA,"South American pilchard",0,22213.43188,"sardinops sagax"
"pacific chub mackerel","Ecuador","ECU","no","yes",1,"yes","cargill",NA,"Chub mackerel",4634.8108,0,"scomber japonicus"
"pacific chub mackerel","Peru","PER","no","yes",1,"yes","cargill",NA,"Chub mackerel",4634.8108,0,"scomber japonicus"
"atlantic mackerel","Denmark","DNK","no","yes",1,"yes","cargill",NA,"Atlantic mackerel",12128.97206,0,"scomber scombrus"
"atlantic mackerel","Faroe Islands","FRO","no","yes",1,"yes","cargill",NA,"Atlantic mackerel",12128.97206,0,"scomber scombrus"
"atlantic mackerel","Iceland","ISL","no","yes",1,"yes","cargill",NA,"Atlantic mackerel",12128.97206,0,"scomber scombrus"
"atlantic mackerel","Ireland","IRL","no","yes",1,"yes","cargill",NA,"Atlantic mackerel",12128.97206,0,"scomber scombrus"
"atlantic mackerel","Norway","NOR","no","yes",1,"yes","cargill",NA,"Atlantic mackerel",12128.97206,0,"scomber scombrus"
"atlantic mackerel","U.K.","GBR","no","yes",1,"yes","cargill",NA,"Atlantic mackerel",12128.97206,0,"scomber scombrus"
"european sprat","Denmark","DNK","yes","no",0,"yes","cargill",NA,"European sprat",0,12912.24119,"sprattus sprattus"
"european sprat","Norway","NOR","yes","no",0,"yes","cargill",NA,"European sprat",0,12912.24119,"sprattus sprattus"
"araucanian herring","Chile","CHL","yes","no",0,"yes","cargill",NA,"Araucanian herring",0,3884.614934,"strangomera bentincki"
"alaska pollock(=walleye poll.)","U.S.","USA","no","yes",1,"yes","cargill",NA,"Alaska pollock",3718.537517,0,"gadus chalcogrammus"
"yellowfin tuna","Ecuador","ECU","no","yes",1,"yes","cargill",NA,"Yellowfin tuna",6288.453317,0,"thunnus albacares"
"yellowfin tuna","Mexico","MEX","no","yes",1,"no","cargill",NA,"Yellowfin tuna",6288.453317,0,"thunnus albacares"
"yellowfin tuna","Peru","PER","no","yes",1,"yes","cargill",NA,"Yellowfin tuna",6288.453317,0,"thunnus albacares"
"yellowfin tuna","Philippines","PHL","no","yes",1,"yes","cargill",NA,"Yellowfin tuna",6288.453317,0,"thunnus albacares"
"yellowfin tuna","South Africa","ZAF","no","yes",1,"yes","cargill",NA,"Yellowfin tuna",6288.453317,0,"thunnus albacares"
"yellowfin tuna","Thailand","THA","no","yes",1,"yes","cargill",NA,"Yellowfin tuna",6288.453317,0,"thunnus albacares"
"yellowfin tuna","Vietnam","VNM","no","yes",1,"yes","cargill",NA,"Yellowfin tuna",6288.453317,0,"thunnus albacares"
"chilean jack mackerel","Chile","CHL","yes","yes",0.452266405900815,"yes","cargill",NA,"Chilean jack mackerel",3056.957222,3702.238646,"trachurus murphyi"
"chilean jack mackerel","Ecuador","ECU","no","yes",1,"yes","cargill",NA,"Chilean jack mackerel",1077.173512,0,"trachurus murphyi"
"chilean jack mackerel","Peru","PER","no","yes",1,"yes","cargill",NA,"Chilean jack mackerel",1077.173512,0,"trachurus murphyi"
"norway pout","Denmark","DNK","yes","no",0,"yes","cargill",NA,"Norway pout",0,1933.188653,"trisopterus esmarkii"
"norway pout","Norway","NOR","yes","no",0,"yes","cargill",NA,"Norway pout",0,1933.188653,"trisopterus esmarkii"
"sandeels(=sandlances) nei","Denmark","DNK","no","yes",1,"yes","skretting",NA,"sandeel",NA,NA,"ammodytes"
"sandeels(=sandlances) nei","Norway","NOR","no","yes",1,"yes","skretting",NA,"sandeel",NA,NA,"ammodytes"
"small sandeel","Denmark","DNK","yes","no",0,"yes","skretting",NA,"sandeel",NA,NA,"ammodytes tobianus"
"small sandeel","Norway","NOR","yes","no",0,"yes","skretting",NA,"sandeel",NA,NA,"ammodytes tobianus"
"frigate tuna","Ecuador","ECU","yes","no",0,"yes","skretting",NA,"frigate tuna",NA,NA,"auxis thazard"
"gulf menhaden","Mexico","MEX","yes","no",0,"yes","skretting",NA,"menhaden",NA,NA,"brevoortia patronus"
"gulf menhaden","USA","USA","yes","no",0,"yes","skretting",NA,"menhaden",NA,NA,"brevoortia patronus"
"boarfish","Denmark","DNK","yes","no",0,"yes","skretting",NA,"boarfish",NA,NA,"capros aper"
"boarfish","Ireland","IRL","yes","no",0,"yes","skretting",NA,"boarfish",NA,NA,"capros aper"
"boarfish","Norway","NOR","yes","no",0,"yes","skretting",NA,"boarfish",NA,NA,"capros aper"
"pacific anchoveta","Ecuador","ECU","no","yes",1,"yes","skretting",NA,"pacific anchoveta",NA,NA,"cetengraulis mysticetus"
"pacific anchoveta","Mexico","MEX","yes","no",0,"yes","skretting",NA,"pacific anchoveta",NA,NA,"cetengraulis mysticetus"
"pacific anchoveta","Peru","PER","no","yes",1,"yes","skretting",NA,"pacific anchoveta",NA,NA,"cetengraulis mysticetus"
"pacific anchoveta","USA","USA","yes","no",0,"yes","skretting",NA,"pacific anchoveta",NA,NA,"cetengraulis mysticetus"
"atlantic herring","Canada","CAN","no","yes",1,"yes","skretting",NA,"atlantic herring",NA,NA,"clupea harengus"
"atlantic herring","Denmark","DNK","yes","yes",0.509547737946028,"yes","skretting",NA,"atlantic herring",NA,NA,"clupea harengus"
"atlantic herring","France","FRA","no","yes",1,"yes","skretting",NA,"atlantic herring",NA,NA,"clupea harengus"
"atlantic herring","Iceland","ISL","yes","yes",0.675099866188195,"yes","skretting",NA,"atlantic herring",NA,NA,"clupea harengus"
"atlantic herring","Italy","ITA","no","yes",1,"yes","skretting",NA,"atlantic herring",NA,NA,"clupea harengus"
"atlantic herring","Norway","NOR","yes","yes",0.675099866188195,"yes","skretting",NA,"atlantic herring",NA,NA,"clupea harengus"
"atlantic herring","UK","GBR","no","yes",1,"yes","skretting",NA,"atlantic herring",NA,NA,"clupea harengus"
"shortfin scad","Ecuador","ECU","yes","yes",0.580756013745705,"yes","skretting",NA,"shortfin scad",NA,NA,"decapterus macrosoma"
"anchoveta(=peruvian anchovy)","Chile","CHL","yes","no",0,"yes","skretting",NA,"chilean anchoveta",NA,NA,"engraulis ringens"
"anchoveta(=peruvian anchovy)","Chile","CHL","yes","no",0,"yes","skretting",NA,"peruvian anchoveta",NA,NA,"engraulis ringens"
"anchoveta(=peruvian anchovy)","Ecuador","ECU","yes","no",0,"yes","skretting",NA,"peruvian anchoveta",NA,NA,"engraulis ringens"
"anchoveta(=peruvian anchovy)","Peru","PER","yes","yes",0.027492167027777,"yes","skretting",NA,"peruvian anchoveta",NA,NA,"engraulis ringens"
"splendid ponyfish","Vietnam","VNM","no","yes",1,"yes","skretting",NA,"splendid ponyfish",NA,NA,"eubleekeria splendens"
"atlantic cod","Denmark","DNK","no","yes",1,"yes","skretting",NA,"cod",NA,NA,"gadus morhua"
"atlantic cod","France","FRA","no","yes",1,"yes","skretting",NA,"cod",NA,NA,"gadus morhua"
"skipjack tuna","Ecuador","ECU","no","yes",1,"yes","skretting",NA,"skipjack tuna",NA,NA,"katsuwonus pelamis"
"skipjack tuna","Spain","ESP","no","yes",1,"yes","skretting",NA,"skipjack tuna",NA,NA,"katsuwonus pelamis"
"capelin","Iceland","ISL","yes","yes",0.43346277319358,"yes","skretting",NA,"capelin",NA,NA,"mallotus villosus"
"capelin","Norway","NOR","no","yes",1,"yes","skretting",NA,"capelin",NA,NA,"mallotus villosus"
"hakes nei","Ecuador","ECU","no","yes",1,"yes","skretting",NA,"hake",NA,NA,"merluccius"
"hakes nei","France","FRA","no","yes",1,"yes","skretting",NA,"hake",NA,NA,"merluccius"
"blue whiting(=poutassou)","Denmark","DNK","yes","no",0,"yes","skretting",NA,"blue whiting",NA,NA,"micromesistius poutassou"
"blue whiting(=poutassou)","France","FRA","no","yes",1,"yes","skretting",NA,"blue whiting",NA,NA,"micromesistius poutassou"
"blue whiting(=poutassou)","Iceland","ISL","yes","no",0,"yes","skretting",NA,"blue whiting",NA,NA,"micromesistius poutassou"
"blue whiting(=poutassou)","Norway","NOR","yes","yes",0.0995571195123458,"yes","skretting",NA,"blue whiting",NA,NA,"micromesistius poutassou"
"coho(=silver) salmon","Chile","CHL","no","yes",1,"no","skretting",NA,"coho salmon",NA,NA,"oncorhynchus kisutch"
"rainbow trout","Norway","NOR","no","yes",1,"yes","skretting",NA,"rainbow trout",NA,NA,"oncorhynchus mykiss"
"pacific thread herring","Ecuador","ECU","no","yes",1,"yes","skretting",NA,"pacific thread herring",NA,NA,"opisthonema libertate"
"pacific thread herring","Mexico","MEX","no","yes",1,"yes","skretting",NA,"pacific thread herring",NA,NA,"opisthonema libertate"
"pollack","USA","USA","no","yes",1,"yes","skretting",NA,"pollock",NA,NA,"pollachius pollachius"
"saithe(=pollock)","USA","USA","yes","no",0,"yes","skretting",NA,"pollock",NA,NA,"pollachius virens"
"northern searobin","Ecuador","ECU","yes","no",0,"yes","skretting",NA,"common searobin",NA,NA,"prionotus carolinus"
"atlantic salmon","Chile","CHL","yes","yes",0.862628896684023,"no","skretting",NA,"atlantic salmon",NA,NA,"salmo salar"
"atlantic salmon","Italy","ITA","no","yes",1,"no","skretting",NA,"atlantic salmon",NA,NA,"salmo salar"
"atlantic salmon","Latvia","LVA","no","yes",1,"no","skretting",NA,"atlantic salmon",NA,NA,"salmo salar"
"atlantic salmon","Norway","NOR","yes","yes",0.862628896684023,"no","skretting",NA,"atlantic salmon",NA,NA,"salmo salar"
"atlantic salmon","UK","GBR","no","yes",1,"no","skretting",NA,"atlantic salmon",NA,NA,"salmo salar"
"european pilchard(=sardine)","Mauritania","MRT","yes","no",0,"yes","skretting",NA,"european sardine",NA,NA,"sardina pilchardus"
"european pilchard(=sardine)","Morocco","MAR","yes","no",0,"yes","skretting",NA,"european sardine",NA,NA,"sardina pilchardus"
"european pilchard(=sardine)","Turkey","TUR","yes","no",0,"yes","skretting",NA,"european sardine",NA,NA,"sardina pilchardus"
"indian oil sardine","India","IND","yes","no",0,"yes","skretting",NA,"indian oil sardine",NA,NA,"sardinella longiceps"
"indian oil sardine","Oman","OMN","yes","no",0,"yes","skretting",NA,"indian oil sardine",NA,NA,"sardinella longiceps"
"sardinellas nei","Philippines","PHL","yes","no",0,"yes","skretting",NA,"sardine",NA,NA,"sardinella"
"sardinellas nei","Vietnam","VNM","yes","no",0,"yes","skretting",NA,"sardine",NA,NA,"sardinella"
"south american pilchard","Chile","CHL","yes","no",0,"yes","skretting",NA,"south american pilchard",NA,NA,"sardinops sagax"
"south american pilchard","Ecuador","ECU","yes","no",0,"yes","skretting",NA,"south american pilchard",NA,NA,"sardinops sagax"
"south american pilchard","Peru","PER","yes","no",0,"yes","skretting",NA,"south american pilchard",NA,NA,"sardinops sagax"
"pacific chub mackerel","Chile","CHL","yes","no",0,"yes","skretting",NA,"chub mackerel",NA,NA,"scomber japonicus"
"pacific chub mackerel","Ecuador","ECU","yes","yes",0.100564007849185,"yes","skretting",NA,"chub mackerel",NA,NA,"scomber japonicus"
"pacific chub mackerel","Mexico","MEX","yes","no",0,"yes","skretting",NA,"chub mackerel",NA,NA,"scomber japonicus"
"pacific chub mackerel","Peru","PER","yes","no",0,"yes","skretting",NA,"chub mackerel",NA,NA,"scomber japonicus"
"atlantic mackerel","Denmark","DNK","no","yes",1,"yes","skretting",NA,"atlantic mackerel",NA,NA,"scomber scombrus"
"atlantic mackerel","Iceland","ISL","no","yes",1,"yes","skretting",NA,"atlantic mackerel",NA,NA,"scomber scombrus"
"atlantic mackerel","Norway","NOR","no","yes",1,"yes","skretting",NA,"atlantic mackerel",NA,NA,"scomber scombrus"
"atlantic mackerel","Spain","ESP","no","yes",1,"yes","skretting",NA,"atlantic mackerel",NA,NA,"scomber scombrus"
"atlantic mackerel","UK","GBR","no","yes",1,"yes","skretting",NA,"atlantic mackerel",NA,NA,"scomber scombrus"
"goldlined spinefoot","Vietnam","VNM","no","yes",1,"yes","skretting",NA,"orange-spotted spinefoot",NA,NA,"siganus guttatus"
"european sprat","Denmark","DNK","yes","no",0,"yes","skretting",NA,"european sprat",NA,NA,"sprattus sprattus"
"european sprat","Norway","NOR","yes","no",0,"yes","skretting",NA,"european sprat",NA,NA,"sprattus sprattus"
"european sprat","Denmark","DNK","no","yes",1,"yes","skretting",NA,"sprat",NA,NA,"sprattus sprattus"
"european sprat","Norway","NOR","no","yes",1,"yes","skretting",NA,"sprat",NA,NA,"sprattus sprattus"
"tunas nei","Ecuador","ECU","no","yes",1,"yes","skretting",NA,"tuna",NA,NA,"thunnus"
"tunas nei","Portugal","PRT","no","yes",1,"yes","skretting",NA,"tuna",NA,NA,"thunnus"
"tunas nei","Spain","ESP","no","yes",1,"yes","skretting",NA,"tuna",NA,NA,"thunnus"
"albacore","Spain","ESP","no","yes",1,"yes","skretting",NA,"albacore",NA,NA,"thunnus alalunga"
"yellowfin tuna","American Samoa","ASM","no","yes",1,"yes","skretting",NA,"yellowfin tuna",NA,NA,"thunnus albacares"
"yellowfin tuna","Ecuador","ECU","yes","yes",0.933014353924132,"yes","skretting",NA,"yellowfin tuna",NA,NA,"thunnus albacares"
"yellowfin tuna","Mauritius","MUS","no","yes",1,"yes","skretting",NA,"yellowfin tuna",NA,NA,"thunnus albacares"
"yellowfin tuna","Mexico","MEX","yes","no",0,"no","skretting",NA,"yellowfin tuna",NA,NA,"thunnus albacares"
"yellowfin tuna","Oman","OMN","yes","no",0,"yes","skretting",NA,"yellowfin tuna",NA,NA,"thunnus albacares"
"yellowfin tuna","Papa New Guinea","PNG","no","yes",1,"yes","skretting",NA,"yellowfin tuna",NA,NA,"thunnus albacares"
"yellowfin tuna","Philippines","PHL","yes","yes",0.933014353924132,"yes","skretting",NA,"yellowfin tuna",NA,NA,"thunnus albacares"
"yellowfin tuna","Spain","ESP","no","yes",1,"yes","skretting",NA,"yellowfin tuna",NA,NA,"thunnus albacares"
"yellowfin tuna","Thailand","THA","no","yes",1,"yes","skretting",NA,"yellowfin tuna",NA,NA,"thunnus albacares"
"pacific jack mackerel","Chile","CHL","no","yes",1,"yes","skretting",NA,"jackmackerel",NA,NA,"trachurus symmetricus"
"pacific jack mackerel","Chile","CHL","yes","no",0,"yes","skretting",NA,"pacific jack mackerel",NA,NA,"trachurus symmetricus"
"pacific jack mackerel","Ecuador","ECU","yes","no",0,"yes","skretting",NA,"pacific jack mackerel",NA,NA,"trachurus symmetricus"
"pacific jack mackerel","Mexico","MEX","yes","no",0,"yes","skretting",NA,"pacific jack mackerel",NA,NA,"trachurus symmetricus"
"pacific jack mackerel","Peru","PER","yes","no",0,"yes","skretting",NA,"pacific jack mackerel",NA,NA,"trachurus symmetricus"
"atlantic horse mackerel","Denmark","DNK","yes","no",0,"yes","skretting",NA,"atlantic horse mackerel",NA,NA,"trachurus trachurus"
"atlantic horse mackerel","Norway","NOR","yes","no",0,"yes","skretting",NA,"atlantic horse mackerel",NA,NA,"trachurus trachurus"
"norway pout","Denmark","DNK","yes","no",0,"yes","skretting",NA,"norway pout",NA,NA,"trisopterus esmarkii"
"norway pout","Norway","NOR","yes","no",0,"yes","skretting",NA,"norway pout",NA,NA,"trisopterus esmarkii"
"bald glassy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Ambassis gymnocephalus",NA,NA,"ambassis gymnocephalus"
"beka squid","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Loligo beka",NA,NA,"loligo beka"
"belenger's croaker","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Johnius belengerii",NA,NA,"johnius belengerii"
"bladder moon snail","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Polinices didyma",NA,NA,"polinices didyma"
"bluespotted stargazer","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Xenocephalus elongatus",NA,NA,"xenocephalus elongatus"
"bombay-duck","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Harpadon nehereus",NA,NA,"harpadon nehereus"
"brownback trevally","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Carangoides praeustus",NA,NA,"carangoides praeustus"
"butterfly bobtail squid","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Sepiola birostrata",NA,NA,"sepiola birostrata"
"chinese ditch prawn","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Palaemon gravieri",NA,NA,"palaemon gravieri"
"commerson's anchovy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Stolephorus commersonnii",NA,NA,"stolephorus commersonnii"
"common frog shell","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Bufonaria rana",NA,NA,"bufonaria rana"
"common hairfin anchovy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Setipinna tenuifilis",NA,NA,"setipinna tenuifilis"
"common octopus","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Octopus vulgare",NA,NA,"octopus vulgaris"
"crocodile flathead","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Cociella crocodila",NA,NA,"cociella crocodila"
"deep pugnose ponyfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Secutor ruconius",NA,NA,"secutor ruconius"
"dotted gizzard shad","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Konosirus punctatus",NA,NA,"konosirus punctatus"
"fat greenling","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Hexagrammos otakii",NA,NA,"hexagrammos otakii"
"finespot goby","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Chaeturichthys stigmatias",NA,NA,"chaeturichthys stigmatias"
"firefly lanternfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Hygophum proximum",NA,NA,"hygophum proximum"
"forksnout searobin","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Lepidotrigla alata",NA,NA,"lepidotrigla alata"
"gaper","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Tresus Keenae",NA,NA,"tresus keenae"
"gray stingfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Minous monodactylus",NA,NA,"minous monodactylus"
"gunther's lizard fish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Synodus kaianus",NA,NA,"synodus kaianus"
"hardyhead silverside","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Atherinomorus lacunosus",NA,NA,"atherinomorus lacunosus"
"indian anchovy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Stolephorus indicus",NA,NA,"stolephorus indicus"
"indian perch","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Apogonichthys lineatus",NA,NA,"apogonichthys lineatus"
"japanese bonnet","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Phalium bisulcatum",NA,NA,"phalium bisulcatum"
"japanese scad","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Decapterus maruadsi",NA,NA,"decapterus maruadsi"
"japanese silver biddy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Gerres equulus",NA,NA,"gerres equulus"
"japanese stone crab","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Charybdis Japonica",NA,NA,"charybdis japonica"
"javelin goby","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Synechogobius hasta",NA,NA,"synechogobius hasta"
"kammal thryssa","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Thrissa kammalensis",NA,NA,"thrissa kammalensis"
"keeled mullet","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Liza carinata",NA,NA,"liza carinata"
"kobi cuttlefish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Sepia kobiensis Hoyle",NA,NA,"sepia kobiensis hoyle"
"largehead hairtail","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Trichiurus lepturus",NA,NA,"trichiurus lepturus"
"largescale lizardfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Saurida brasiliensis",NA,NA,"saurida brasiliensis"
"longtail silver biddy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Gerres longirostris",NA,NA,"gerres longirostris"
"macclelland's codlet","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Bregmaceros mcclellandi",NA,NA,"bregmaceros mcclellandi"
"mackerel scad","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Decapterus macasellus",NA,NA,"decapterus macarellus"
"mantis shrimp","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Oratosquilla oratoria",NA,NA,"oratosquilla oratoria"
"mimika bobtail squid","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Euprymna morsei",NA,NA,"euprymna morsei"
"moonfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Mene maculate",NA,NA,"mene maculata"
"offshore ponyfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Equulites rivulatus",NA,NA,"equulites rivulatus"
"orangefin ponyfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Photopectoralis bindus",NA,NA,"photopectoralis bindus"
"oriental flying gurnard","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Dactylopterus orientalis",NA,NA,"dactylopterus orientalis"
"osbeck's grenadier anchovy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Coilia mystus",NA,NA,"coilia mystus"
"pacific mackerel","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Scomber japonicus",NA,NA,"scomber japonicus"
"pacific sandlance","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Ammodytes personatus",NA,NA,"ammodytes personatus"
"pinkgray goby","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Amblychaeturichthys hexanema",NA,NA,"amblychaeturichthys hexanema"
"red eelgoby","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Caragobius rubristriatus",NA,NA,"caragobius rubristriatus"
"robust tonguefish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Cynoglossus robustus",NA,NA,"cynoglossus robustus"
"sand crab","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Ovalipes punctatus",NA,NA,"ovalipes punctatus"
"scaly hairfin anchovy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Setipinna taty",NA,NA,"setipinna taty"
"shortheaded tonguesole","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Cynoglossus kopsii",NA,NA,"cynoglossus kopsii"
"shortnose ponyfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Leiognathus brevirostris",NA,NA,"leiognathus brevirostris"
"silver jewfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Argyrosomus argentatus",NA,NA,"argyrosomus argentatus"
"skinnycheek lanternfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Benthosema pterotum",NA,NA,"benthosema pterotum"
"slender lizardfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Saurida elongata",NA,NA,"saurida elongata"
"small yellow croaker","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Larimichthys polyactis",NA,NA,"larimichthys polyactis"
"spear dragonet","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Callionymus huguenini",NA,NA,"callionymus huguenini"
"spinyhead croaker","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Collichthys lucidus",NA,NA,"collichthys lucidus"
"spotfin cardinalfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Apogonichthys carinatus",NA,NA,"apogonichthys carinatus"
"spotted velvetfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Erisphex pottii",NA,NA,"erisphex pottii"
"striated frogfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Antennarius striatus",NA,NA,"antennarius striatus"
"swordtip squid","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Loligo edulis",NA,NA,"loligo edulis"
"toothpony","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Gazza minuta",NA,NA,"gazza minuta"
"veined rapa whelk","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Rapana venosa",NA,NA,"rapana venosa"
"wart perch","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Psenopsis anomala",NA,NA,"psenopsis anomala"
"whipfin silver biddy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Gerres filamentosus",NA,NA,"gerres filamentosus"
"white croaker","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Genyonemus lineatus",NA,NA,"genyonemus lineatus"
"whitespotted conger","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Conger myriaster",NA,NA,"conger myriaster"
"japanese anchovy","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Engraulis japonicus",NA,NA,"engraulis japonicus"
"skinnycheek lanternfish","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Benthosema pterotum",NA,NA,"benthosema pterotum"
"jack mackerel","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Trachurus japonicus",NA,NA,"trachurus japonicus"
"pacific herring*","China","CHN","yes","no",0,"yes","Cao 2015",NA,"Clupea pallasii",NA,NA,"clupea pallasii"
